,ac4C
5596,LOC_Os03g51980.1.MSUv7.0
5597,LOC_Os02g57260.1.MSUv7.0
5598,LOC_Os04g42000.1.MSUv7.0
5599,LOC_Os05g43770.1.MSUv7.0
5600,LOC_Os01g66100.1.MSUv7.0
5601,LOC_Os03g43114.1.MSUv7.0
5602,LOC_Os04g59610.2.MSUv7.0
5603,LOC_Os03g29240.1.MSUv7.0
5604,LOC_Os07g28430.1.MSUv7.0
5605,LOC_Os03g56380.1.MSUv7.0
5606,LOC_Os10g38630.1.MSUv7.0
5607,LOC_Os08g04460.1.MSUv7.0
5608,LOC_Os01g62420.4.MSUv7.0
5609,LOC_Os01g65450.1.MSUv7.0
5610,LOC_Os02g35130.1.MSUv7.0
5611,LOC_Os02g10100.1.MSUv7.0
5612,LOC_Os02g44230.2.MSUv7.0
5613,LOC_Os04g51380.2.MSUv7.0
5614,LOC_Os11g06390.6.MSUv7.0
5615,LOC_Os03g26791.1.MSUv7.0
5616,LOC_Os06g45950.1.MSUv7.0
5617,LOC_Os02g13310.1.MSUv7.0
5618,LOC_Os02g20560.1.MSUv7.0
5619,LOC_Os08g30930.1.MSUv7.0
5620,LOC_Os09g25710.1.MSUv7.0
5621,LOC_Os06g12260.2.MSUv7.0
5622,LOC_Os03g01770.1.MSUv7.0
5623,LOC_Os03g21140.2.MSUv7.0
5624,LOC_Os12g20410.1.MSUv7.0
5625,LOC_Os03g55290.1.MSUv7.0
5626,LOC_Os04g43760.1.MSUv7.0
5627,LOC_Os10g38140.1.MSUv7.0
5628,LOC_Os06g08470.1.MSUv7.0
5629,LOC_Os03g49940.1.MSUv7.0
5630,LOC_Os12g38110.1.MSUv7.0
5631,LOC_Os04g39980.1.MSUv7.0
5632,LOC_Os01g50680.1.MSUv7.0
5633,LOC_Os03g17930.2.MSUv7.0
5634,LOC_Os02g09890.1.MSUv7.0
5635,LOC_Os06g09679.2.MSUv7.0
5636,LOC_Os03g26870.1.MSUv7.0
5637,LOC_Os03g11200.1.MSUv7.0
5638,LOC_Os09g35830.2.MSUv7.0
5639,LOC_Os10g37530.1.MSUv7.0
5640,LOC_Os01g52100.1.MSUv7.0
5641,LOC_Os04g31910.1.MSUv7.0
5642,LOC_Os10g25360.2.MSUv7.0
5643,LOC_Os03g53650.4.MSUv7.0
5644,LOC_Os01g61440.1.MSUv7.0
5645,LOC_Os02g42560.1.MSUv7.0
5646,LOC_Os01g55740.1.MSUv7.0
5647,LOC_Os01g62630.1.MSUv7.0
5648,LOC_Os06g01850.1.MSUv7.0
5649,LOC_Os04g58564.1.MSUv7.0
5650,LOC_Os03g48180.1.MSUv7.0
5651,LOC_Os04g22270.1.MSUv7.0
5652,LOC_Os03g54160.2.MSUv7.0
5653,LOC_Os07g13600.1.MSUv7.0
5654,LOC_Os07g47110.1.MSUv7.0
5655,LOC_Os02g30410.1.MSUv7.0
5656,LOC_Os01g08580.1.MSUv7.0
5657,LOC_Os06g38940.2.MSUv7.0
5658,LOC_Os01g62080.1.MSUv7.0
5659,LOC_Os01g12080.1.MSUv7.0
5660,LOC_Os05g33710.1.MSUv7.0
5661,LOC_Os03g07480.3.MSUv7.0
5662,LOC_Os05g39120.1.MSUv7.0
5663,LOC_Os07g44450.1.MSUv7.0
5664,LOC_Os06g14030.1.MSUv7.0
5665,LOC_Os05g49230.1.MSUv7.0
5666,LOC_Os02g50040.1.MSUv7.0
5667,LOC_Os01g65720.1.MSUv7.0
5668,LOC_Os05g38370.1.MSUv7.0
5669,LOC_Os11g44380.1.MSUv7.0
5670,LOC_Os01g39000.3.MSUv7.0
5671,LOC_Os01g49510.1.MSUv7.0
5672,LOC_Os02g57110.2.MSUv7.0
5673,LOC_Os02g34600.1.MSUv7.0
5674,LOC_Os02g37430.1.MSUv7.0
5675,LOC_Os07g01320.1.MSUv7.0
5676,LOC_Os08g10630.1.MSUv7.0
5677,LOC_Os05g22970.1.MSUv7.0
5678,LOC_Os07g29420.4.MSUv7.0
5679,LOC_Os05g51150.3.MSUv7.0
5680,LOC_Os11g13800.1.MSUv7.0
5681,LOC_Os07g07680.1.MSUv7.0
5682,LOC_Os04g51320.1.MSUv7.0
5683,LOC_Os06g14870.1.MSUv7.0
5684,LOC_Os04g34930.1.MSUv7.0
5685,LOC_Os02g51850.2.MSUv7.0
5686,LOC_Os02g45200.4.MSUv7.0
5687,LOC_Os08g32160.1.MSUv7.0
5688,LOC_Os07g49370.1.MSUv7.0
5689,LOC_Os07g14160.2.MSUv7.0
5690,LOC_Os11g04930.1.MSUv7.0
5691,LOC_Os04g27250.3.MSUv7.0
5692,LOC_Os06g30820.3.MSUv7.0
5693,LOC_Os08g17410.1.MSUv7.0
5694,LOC_Os06g37364.2.MSUv7.0
5695,LOC_Os05g35190.1.MSUv7.0
5696,LOC_Os03g58790.1.MSUv7.0
5697,LOC_Os05g24550.3.MSUv7.0
5698,LOC_Os06g48600.1.MSUv7.0
5699,LOC_Os01g05170.1.MSUv7.0
5700,LOC_Os01g39840.1.MSUv7.0
5701,LOC_Os11g06934.2.MSUv7.0
5702,LOC_Os06g48030.1.MSUv7.0
5703,LOC_Os07g42890.1.MSUv7.0
5704,LOC_Os06g14370.1.MSUv7.0
5705,LOC_Os01g12640.1.MSUv7.0
5706,LOC_Os08g28870.1.MSUv7.0
5707,LOC_Os05g35170.2.MSUv7.0
5708,LOC_Os03g13570.1.MSUv7.0
5709,LOC_Os01g13100.3.MSUv7.0
5710,LOC_Os04g56730.3.MSUv7.0
5711,LOC_Os04g55520.1.MSUv7.0
5712,LOC_Os06g04250.1.MSUv7.0
5713,LOC_Os01g67110.1.MSUv7.0
5714,LOC_Os01g62020.2.MSUv7.0
5715,LOC_Os03g38730.3.MSUv7.0
5716,LOC_Os12g31380.1.MSUv7.0
5717,LOC_Os04g38690.1.MSUv7.0
5718,LOC_Os03g53670.1.MSUv7.0
5719,LOC_Os03g01730.6.MSUv7.0
5720,LOC_Os07g06980.1.MSUv7.0
5721,LOC_Os02g02320.1.MSUv7.0
5722,LOC_Os04g54640.1.MSUv7.0
5723,LOC_Os01g33060.2.MSUv7.0
5724,LOC_Os10g08319.1.MSUv7.0
5725,LOC_Os09g04290.1.MSUv7.0
5726,LOC_Os08g02140.2.MSUv7.0
5727,LOC_Os05g10754.1.MSUv7.0
5728,LOC_Os02g55980.1.MSUv7.0
5729,LOC_Os05g51640.1.MSUv7.0
5730,LOC_Os06g48850.1.MSUv7.0
5731,LOC_Os02g49700.1.MSUv7.0
5732,LOC_Os02g21430.1.MSUv7.0
5733,LOC_Os06g42000.1.MSUv7.0
5734,LOC_Os01g72090.2.MSUv7.0
5735,LOC_Os11g04850.2.MSUv7.0
5736,LOC_Os10g02509.1.MSUv7.0
5737,LOC_Os09g18320.1.MSUv7.0
5738,LOC_Os04g53230.1.MSUv7.0
5739,LOC_Os05g03120.2.MSUv7.0
5740,LOC_Os03g19270.1.MSUv7.0
5741,LOC_Os07g09670.1.MSUv7.0
5742,LOC_Os09g07350.1.MSUv7.0
5743,LOC_Os09g39590.1.MSUv7.0
5744,LOC_Os01g66610.1.MSUv7.0
5745,LOC_Os12g05040.3.MSUv7.0
5746,LOC_Os01g06600.1.MSUv7.0
5747,LOC_Os03g55090.1.MSUv7.0
5748,LOC_Os01g25386.1.MSUv7.0
5749,LOC_Os04g33920.1.MSUv7.0
5750,LOC_Os02g44220.1.MSUv7.0
5751,LOC_Os03g11560.1.MSUv7.0
5752,LOC_Os11g34940.1.MSUv7.0
5753,LOC_Os07g14910.1.MSUv7.0
5754,LOC_Os02g38160.2.MSUv7.0
5755,LOC_Os04g51560.1.MSUv7.0
5756,LOC_Os02g39890.2.MSUv7.0
5757,LOC_Os03g47270.1.MSUv7.0
5758,LOC_Os12g43950.4.MSUv7.0
5759,LOC_Os11g01510.3.MSUv7.0
5760,LOC_Os04g49620.1.MSUv7.0
5761,LOC_Os01g41660.1.MSUv7.0
5762,LOC_Os03g62500.1.MSUv7.0
5763,LOC_Os07g49380.2.MSUv7.0
5764,LOC_Os12g18410.2.MSUv7.0
5765,LOC_Os03g17010.2.MSUv7.0
5766,LOC_Os05g42140.1.MSUv7.0
5767,LOC_Os11g43600.1.MSUv7.0
5768,LOC_Os11g05110.2.MSUv7.0
5769,LOC_Os02g45090.2.MSUv7.0
5770,LOC_Os11g02330.1.MSUv7.0
5771,LOC_Os01g58890.1.MSUv7.0
5772,LOC_Os07g48310.1.MSUv7.0
5773,LOC_Os04g08350.2.MSUv7.0
5774,LOC_Os08g08970.1.MSUv7.0
5775,LOC_Os04g53350.1.MSUv7.0
5776,LOC_Os04g58160.3.MSUv7.0
5777,LOC_Os12g19350.1.MSUv7.0
5778,LOC_Os02g32120.1.MSUv7.0
5779,LOC_Os10g38930.1.MSUv7.0
5780,LOC_Os01g34700.1.MSUv7.0
5781,LOC_Os02g10660.1.MSUv7.0
5782,LOC_Os01g38244.3.MSUv7.0
5783,LOC_Os01g08970.2.MSUv7.0
5784,LOC_Os04g35410.1.MSUv7.0
5785,LOC_Os07g32450.1.MSUv7.0
5786,LOC_Os07g08190.1.MSUv7.0
5787,LOC_Os06g02500.1.MSUv7.0
5788,LOC_Os08g07010.1.MSUv7.0
5789,LOC_Os06g48750.1.MSUv7.0
5790,LOC_Os03g10040.1.MSUv7.0
5791,LOC_Os06g09330.2.MSUv7.0
5792,LOC_Os02g30470.1.MSUv7.0
5793,LOC_Os05g51420.5.MSUv7.0
5794,LOC_Os01g66420.2.MSUv7.0
5795,LOC_Os05g38630.2.MSUv7.0
5796,LOC_Os03g46310.1.MSUv7.0
5797,LOC_Os01g15770.1.MSUv7.0
5798,LOC_Os05g41220.1.MSUv7.0
5799,LOC_Os02g46560.1.MSUv7.0
5800,LOC_Os07g39560.1.MSUv7.0
5801,LOC_Os02g10510.1.MSUv7.0
5802,LOC_Os10g38540.1.MSUv7.0
5803,LOC_Os03g54170.1.MSUv7.0
5804,LOC_Os11g06390.2.MSUv7.0
5805,LOC_Os02g51840.3.MSUv7.0
5806,LOC_Os01g14660.1.MSUv7.0
5807,LOC_Os12g13320.1.MSUv7.0
5808,LOC_Os07g43980.1.MSUv7.0
5809,LOC_Os07g12780.1.MSUv7.0
5810,LOC_Os09g27734.1.MSUv7.0
5811,LOC_Os11g31940.1.MSUv7.0
5812,LOC_Os01g34620.1.MSUv7.0
5813,LOC_Os01g20910.1.MSUv7.0
5814,LOC_Os12g20390.4.MSUv7.0
5815,LOC_Os05g01240.3.MSUv7.0
5816,LOC_Os01g42024.1.MSUv7.0
5817,LOC_Os03g41419.1.MSUv7.0
5818,LOC_Os02g48560.2.MSUv7.0
5819,LOC_Os01g44230.1.MSUv7.0
5820,LOC_Os04g38600.2.MSUv7.0
5821,LOC_Os04g32270.1.MSUv7.0
5822,LOC_Os10g39860.2.MSUv7.0
5823,LOC_Os02g32860.1.MSUv7.0
5824,LOC_Os12g39860.1.MSUv7.0
5825,LOC_Os11g10980.1.MSUv7.0
5826,LOC_Os02g08440.2.MSUv7.0
5827,LOC_Os01g16450.1.MSUv7.0
5828,LOC_Os09g26160.1.MSUv7.0
5829,LOC_Os10g31720.1.MSUv7.0
5830,LOC_Os04g49970.1.MSUv7.0
5831,LOC_Os04g43760.2.MSUv7.0
5832,LOC_Os05g49350.1.MSUv7.0
5833,LOC_Os03g63270.1.MSUv7.0
5834,LOC_Os02g52130.3.MSUv7.0
5835,LOC_Os08g36440.2.MSUv7.0
5836,LOC_Os01g56030.1.MSUv7.0
5837,LOC_Os05g28840.1.MSUv7.0
5838,LOC_Os03g12550.2.MSUv7.0
5839,LOC_Os05g05020.1.MSUv7.0
5840,LOC_Os01g20940.1.MSUv7.0
5841,LOC_Os02g53530.1.MSUv7.0
5842,LOC_Os04g52320.1.MSUv7.0
5843,LOC_Os05g02010.2.MSUv7.0
5844,LOC_Os06g13020.2.MSUv7.0
5845,LOC_Os02g34540.1.MSUv7.0
5846,LOC_Os11g40100.1.MSUv7.0
5847,LOC_Os08g42550.4.MSUv7.0
5848,LOC_Os08g04150.1.MSUv7.0
5849,LOC_Os05g44610.4.MSUv7.0
5850,LOC_Os09g26420.5.MSUv7.0
5851,LOC_Os02g44310.1.MSUv7.0
5852,LOC_Os04g57480.5.MSUv7.0
5853,LOC_Os03g26860.1.MSUv7.0
5854,LOC_Os12g05840.1.MSUv7.0
5855,LOC_Os01g33050.2.MSUv7.0
5856,LOC_Os01g63200.1.MSUv7.0
5857,LOC_Os02g35100.1.MSUv7.0
5858,LOC_Os01g12440.1.MSUv7.0
5859,LOC_Os03g29540.1.MSUv7.0
5860,LOC_Os06g19800.1.MSUv7.0
5861,LOC_Os01g12000.1.MSUv7.0
5862,LOC_Os07g06410.4.MSUv7.0
5863,LOC_Os03g25760.1.MSUv7.0
5864,LOC_Os12g04240.2.MSUv7.0
5865,LOC_Os06g43900.1.MSUv7.0
5866,LOC_Os05g11900.1.MSUv7.0
5867,LOC_Os10g27340.2.MSUv7.0
5868,LOC_Os08g40500.1.MSUv7.0
5869,LOC_Os02g35600.1.MSUv7.0
5870,LOC_Os01g40860.1.MSUv7.0
5871,LOC_Os11g39140.1.MSUv7.0
5872,LOC_Os11g04010.1.MSUv7.0
5873,LOC_Os04g31190.1.MSUv7.0
5874,LOC_Os02g57040.3.MSUv7.0
5875,LOC_Os09g21710.1.MSUv7.0
5876,LOC_Os06g17870.1.MSUv7.0
5877,LOC_Os07g07990.1.MSUv7.0
5878,LOC_Os03g32420.1.MSUv7.0
5879,LOC_Os02g12730.2.MSUv7.0
5880,LOC_Os10g03550.3.MSUv7.0
5881,LOC_Os06g10230.1.MSUv7.0
5882,LOC_Os07g39730.1.MSUv7.0
5883,LOC_Os06g37000.1.MSUv7.0
5884,LOC_Os07g46630.1.MSUv7.0
5885,LOC_Os04g57370.1.MSUv7.0
5886,LOC_Os01g59910.1.MSUv7.0
5887,LOC_Os01g59350.1.MSUv7.0
5888,LOC_Os05g41390.1.MSUv7.0
5889,LOC_Os02g56210.1.MSUv7.0
5890,LOC_Os03g10240.2.MSUv7.0
5891,LOC_Os07g26974.1.MSUv7.0
5892,LOC_Os01g53700.1.MSUv7.0
5893,LOC_Os05g50500.1.MSUv7.0
5894,LOC_Os11g43620.2.MSUv7.0
5895,LOC_Os03g59210.1.MSUv7.0
5896,LOC_Os08g44520.2.MSUv7.0
5897,LOC_Os03g55270.1.MSUv7.0
5898,LOC_Os01g17396.1.MSUv7.0
5899,LOC_Os06g49240.1.MSUv7.0
5900,LOC_Os03g13950.3.MSUv7.0
5901,LOC_Os09g36982.1.MSUv7.0
5902,LOC_Os02g24080.2.MSUv7.0
5903,LOC_Os04g58160.2.MSUv7.0
5904,LOC_Os05g37530.1.MSUv7.0
5905,LOC_Os01g03060.3.MSUv7.0
5906,LOC_Os07g11490.3.MSUv7.0
5907,LOC_Os02g10080.1.MSUv7.0
5908,LOC_Os09g29239.1.MSUv7.0
5909,LOC_Os02g48650.1.MSUv7.0
5910,LOC_Os05g43374.1.MSUv7.0
5911,LOC_Os11g05850.2.MSUv7.0
5912,LOC_Os05g29030.1.MSUv7.0
5913,LOC_Os06g50154.1.MSUv7.0
5914,LOC_Os02g01380.1.MSUv7.0
5915,LOC_Os10g04780.1.MSUv7.0
5916,LOC_Os02g54820.2.MSUv7.0
5917,LOC_Os03g17300.4.MSUv7.0
5918,LOC_Os04g43140.1.MSUv7.0
5919,LOC_Os07g41260.1.MSUv7.0
5920,LOC_Os09g36450.1.MSUv7.0
5921,LOC_Os07g03760.1.MSUv7.0
5922,LOC_Os04g15840.1.MSUv7.0
5923,LOC_Os11g06910.2.MSUv7.0
5924,LOC_Os05g04150.1.MSUv7.0
5925,LOC_Os10g40030.11.MSUv7.0
5926,LOC_Os04g44610.1.MSUv7.0
5927,LOC_Os04g43070.1.MSUv7.0
5928,LOC_Os01g70970.1.MSUv7.0
5929,LOC_Os07g38270.1.MSUv7.0
5930,LOC_Os03g57200.1.MSUv7.0
5931,LOC_Os04g40470.1.MSUv7.0
5932,LOC_Os07g12540.1.MSUv7.0
5933,LOC_Os02g10970.1.MSUv7.0
5934,LOC_Os01g25484.1.MSUv7.0
5935,LOC_Os03g61260.3.MSUv7.0
5936,LOC_Os02g12794.3.MSUv7.0
5937,LOC_Os05g05480.1.MSUv7.0
5938,LOC_Os07g37560.3.MSUv7.0
5939,LOC_Os06g39110.1.MSUv7.0
5940,LOC_Os02g57110.1.MSUv7.0
5941,LOC_Os02g45054.3.MSUv7.0
5942,LOC_Os01g49529.2.MSUv7.0
5943,LOC_Os03g18140.1.MSUv7.0
5944,LOC_Os02g05710.1.MSUv7.0
5945,LOC_Os01g36890.2.MSUv7.0
5946,LOC_Os11g38990.3.MSUv7.0
5947,LOC_Os12g37430.3.MSUv7.0
5948,LOC_Os06g03682.2.MSUv7.0
5949,LOC_Os08g05910.1.MSUv7.0
5950,LOC_Os02g57620.1.MSUv7.0
5951,LOC_Os02g56500.2.MSUv7.0
5952,LOC_Os12g23280.4.MSUv7.0
5953,LOC_Os01g16950.1.MSUv7.0
5954,LOC_Os07g42924.1.MSUv7.0
5955,LOC_Os07g04950.1.MSUv7.0
5956,LOC_Os01g68710.1.MSUv7.0
5957,LOC_Os03g59020.1.MSUv7.0
5958,LOC_Os01g70270.2.MSUv7.0
5959,LOC_Os03g60090.2.MSUv7.0
5960,LOC_Os07g46330.1.MSUv7.0
5961,LOC_Os05g05740.1.MSUv7.0
5962,LOC_Os07g07060.1.MSUv7.0
5963,LOC_Os05g03120.1.MSUv7.0
5964,LOC_Os02g39650.1.MSUv7.0
5965,LOC_Os04g52890.2.MSUv7.0
5966,LOC_Os09g11230.1.MSUv7.0
5967,LOC_Os03g14030.1.MSUv7.0
5968,LOC_Os02g55330.1.MSUv7.0
5969,LOC_Os03g20010.1.MSUv7.0
5970,LOC_Os04g50204.1.MSUv7.0
5971,LOC_Os03g12230.1.MSUv7.0
5972,LOC_Os11g40510.2.MSUv7.0
5973,LOC_Os09g21919.1.MSUv7.0
5974,LOC_Os01g03760.2.MSUv7.0
5975,LOC_Os01g42294.1.MSUv7.0
5976,LOC_Os02g52940.2.MSUv7.0
5977,LOC_Os01g68320.3.MSUv7.0
5978,LOC_Os03g58230.1.MSUv7.0
5979,LOC_Os07g26700.1.MSUv7.0
5980,LOC_Os09g25320.1.MSUv7.0
5981,LOC_Os02g42960.1.MSUv7.0
5982,LOC_Os02g47840.1.MSUv7.0
5983,LOC_Os03g51160.1.MSUv7.0
5984,LOC_Os02g24080.4.MSUv7.0
5985,LOC_Os02g58670.1.MSUv7.0
5986,LOC_Os03g18620.1.MSUv7.0
5987,LOC_Os02g39850.1.MSUv7.0
5988,LOC_Os06g41770.1.MSUv7.0
5989,LOC_Os02g34190.1.MSUv7.0
5990,LOC_Os10g29620.1.MSUv7.0
5991,LOC_Os03g51020.1.MSUv7.0
5992,LOC_Os04g31730.1.MSUv7.0
5993,LOC_Os02g04420.2.MSUv7.0
5994,LOC_Os02g42850.1.MSUv7.0
5995,LOC_Os03g17990.1.MSUv7.0
5996,LOC_Os11g04190.1.MSUv7.0
5997,LOC_Os03g47500.2.MSUv7.0
5998,LOC_Os02g10440.1.MSUv7.0
5999,LOC_Os02g13900.1.MSUv7.0
6000,LOC_Os06g05860.1.MSUv7.0
6001,LOC_Os09g38130.2.MSUv7.0
6002,LOC_Os03g21820.1.MSUv7.0
6003,LOC_Os03g11550.1.MSUv7.0
6004,LOC_Os07g36230.2.MSUv7.0
6005,LOC_Os03g62280.1.MSUv7.0
6006,LOC_Os02g03610.1.MSUv7.0
6007,LOC_Os11g41890.1.MSUv7.0
6008,LOC_Os02g26349.2.MSUv7.0
6009,LOC_Os02g32469.1.MSUv7.0
6010,LOC_Os10g42230.2.MSUv7.0
6011,LOC_Os11g45130.1.MSUv7.0
6012,LOC_Os10g02770.1.MSUv7.0
6013,LOC_Os02g52140.1.MSUv7.0
6014,LOC_Os06g30480.1.MSUv7.0
6015,LOC_Os06g40704.3.MSUv7.0
6016,LOC_Os01g70110.1.MSUv7.0
6017,LOC_Os06g17950.1.MSUv7.0
6018,LOC_Os02g50360.1.MSUv7.0
6019,LOC_Os04g40850.1.MSUv7.0
6020,LOC_Os02g57630.3.MSUv7.0
6021,LOC_Os09g28690.1.MSUv7.0
6022,LOC_Os02g14929.1.MSUv7.0
6023,LOC_Os06g01500.1.MSUv7.0
6024,LOC_Os04g52830.2.MSUv7.0
6025,LOC_Os03g57120.1.MSUv7.0
6026,LOC_Os02g48720.1.MSUv7.0
6027,LOC_Os11g18170.1.MSUv7.0
6028,LOC_Os01g35580.2.MSUv7.0
6029,LOC_Os01g07880.1.MSUv7.0
6030,LOC_Os01g10130.1.MSUv7.0
6031,LOC_Os06g15480.1.MSUv7.0
6032,LOC_Os12g13390.1.MSUv7.0
6033,LOC_Os04g11450.1.MSUv7.0
6034,LOC_Os03g37878.1.MSUv7.0
6035,LOC_Os06g07030.1.MSUv7.0
6036,LOC_Os10g06130.2.MSUv7.0
6037,LOC_Os01g66000.1.MSUv7.0
6038,LOC_Os09g38755.1.MSUv7.0
6039,LOC_Os11g01875.3.MSUv7.0
6040,LOC_Os11g05730.1.MSUv7.0
6041,LOC_Os04g34540.2.MSUv7.0
6042,LOC_Os03g14250.1.MSUv7.0
6043,LOC_Os02g06380.1.MSUv7.0
6044,LOC_Os10g42730.2.MSUv7.0
6045,LOC_Os06g40500.1.MSUv7.0
6046,LOC_Os08g02850.1.MSUv7.0
6047,LOC_Os03g04310.2.MSUv7.0
6048,LOC_Os03g56660.2.MSUv7.0
6049,LOC_Os12g35340.1.MSUv7.0
6050,LOC_Os03g12560.1.MSUv7.0
6051,LOC_Os03g02160.3.MSUv7.0
6052,LOC_Os06g14540.1.MSUv7.0
6053,LOC_Os03g63710.2.MSUv7.0
6054,LOC_Os03g38740.1.MSUv7.0
6055,LOC_Os07g26660.1.MSUv7.0
6056,LOC_Os12g40279.1.MSUv7.0
6057,LOC_Os01g60410.1.MSUv7.0
6058,LOC_Os03g40310.1.MSUv7.0
6059,LOC_Os04g42470.7.MSUv7.0
6060,LOC_Os01g63190.1.MSUv7.0
6061,LOC_Os04g01300.2.MSUv7.0
6062,LOC_Os07g43720.1.MSUv7.0
6063,LOC_Os08g01794.1.MSUv7.0
6064,LOC_Os12g26940.1.MSUv7.0
6065,LOC_Os01g45900.1.MSUv7.0
6066,LOC_Os05g41080.1.MSUv7.0
6067,LOC_Os05g33690.3.MSUv7.0
6068,LOC_Os06g21820.2.MSUv7.0
6069,LOC_Os02g54090.1.MSUv7.0
6070,LOC_Os09g31470.1.MSUv7.0
6071,LOC_Os12g01430.1.MSUv7.0
6072,LOC_Os01g20730.1.MSUv7.0
6073,LOC_Os04g45340.1.MSUv7.0
6074,LOC_Os12g41910.2.MSUv7.0
6075,LOC_Os07g38664.1.MSUv7.0
6076,LOC_Os03g14040.3.MSUv7.0
6077,LOC_Os09g33860.1.MSUv7.0
6078,LOC_Os05g24560.1.MSUv7.0
6079,LOC_Os10g33520.1.MSUv7.0
6080,LOC_Os05g48500.2.MSUv7.0
6081,LOC_Os07g26550.1.MSUv7.0
6082,LOC_Os09g38970.1.MSUv7.0
6083,LOC_Os11g26150.1.MSUv7.0
6084,LOC_Os01g69050.2.MSUv7.0
6085,LOC_Os03g28160.1.MSUv7.0
6086,LOC_Os08g04460.2.MSUv7.0
6087,LOC_Os04g55080.1.MSUv7.0
6088,LOC_Os12g02390.1.MSUv7.0
6089,LOC_Os07g46760.1.MSUv7.0
6090,LOC_Os03g06190.1.MSUv7.0
6091,LOC_Os07g23550.1.MSUv7.0
6092,LOC_Os05g32660.1.MSUv7.0
6093,LOC_Os03g60120.1.MSUv7.0
6094,LOC_Os09g28720.1.MSUv7.0
6095,LOC_Os04g48950.1.MSUv7.0
6096,LOC_Os05g23530.1.MSUv7.0
6097,LOC_Os02g17280.1.MSUv7.0
6098,LOC_Os02g44500.1.MSUv7.0
6099,LOC_Os02g44155.1.MSUv7.0
6100,LOC_Os10g36160.1.MSUv7.0
6101,LOC_Os04g08450.1.MSUv7.0
6102,LOC_Os04g47120.1.MSUv7.0
6103,LOC_Os05g02980.1.MSUv7.0
6104,LOC_Os03g05390.8.MSUv7.0
6105,LOC_Os08g08210.1.MSUv7.0
6106,LOC_Os01g64720.2.MSUv7.0
6107,LOC_Os03g55590.1.MSUv7.0
6108,LOC_Os01g34620.8.MSUv7.0
6109,LOC_Os10g10244.1.MSUv7.0
6110,LOC_Os03g30920.1.MSUv7.0
6111,LOC_Os07g09600.1.MSUv7.0
6112,LOC_Os06g19530.1.MSUv7.0
6113,LOC_Os03g14130.1.MSUv7.0
6114,LOC_Os08g33370.1.MSUv7.0
6115,LOC_Os06g13560.2.MSUv7.0
6116,LOC_Os02g49770.1.MSUv7.0
6117,LOC_Os01g59870.1.MSUv7.0
6118,LOC_Os01g35050.4.MSUv7.0
6119,LOC_Os11g36830.1.MSUv7.0
6120,LOC_Os10g30790.1.MSUv7.0
6121,LOC_Os03g01990.1.MSUv7.0
6122,LOC_Os03g08450.1.MSUv7.0
6123,LOC_Os04g32540.1.MSUv7.0
6124,LOC_Os04g11400.1.MSUv7.0
6125,LOC_Os04g38610.2.MSUv7.0
6126,LOC_Os06g47470.1.MSUv7.0
6127,LOC_Os08g43870.1.MSUv7.0
6128,LOC_Os01g70820.1.MSUv7.0
6129,LOC_Os02g06170.1.MSUv7.0
6130,LOC_Os05g45310.1.MSUv7.0
6131,LOC_Os11g43620.1.MSUv7.0
6132,LOC_Os03g10880.1.MSUv7.0
6133,LOC_Os10g02584.1.MSUv7.0
6134,LOC_Os05g05470.1.MSUv7.0
6135,LOC_Os01g39770.1.MSUv7.0
6136,LOC_Os03g03820.1.MSUv7.0
6137,LOC_Os01g22010.2.MSUv7.0
6138,LOC_Os12g16720.1.MSUv7.0
6139,LOC_Os09g25310.1.MSUv7.0
6140,LOC_Os01g10530.1.MSUv7.0
6141,LOC_Os09g16280.1.MSUv7.0
6142,LOC_Os01g65380.1.MSUv7.0
6143,LOC_Os08g44770.1.MSUv7.0
6144,LOC_Os12g40260.1.MSUv7.0
6145,LOC_Os09g12550.1.MSUv7.0
6146,LOC_Os07g06300.1.MSUv7.0
6147,LOC_Os02g25230.1.MSUv7.0
6148,LOC_Os03g41330.1.MSUv7.0
6149,LOC_Os06g44040.1.MSUv7.0
6150,LOC_Os09g39400.1.MSUv7.0
6151,LOC_Os11g40610.3.MSUv7.0
6152,LOC_Os09g29670.1.MSUv7.0
6153,LOC_Os02g06400.1.MSUv7.0
6154,LOC_Os11g07830.1.MSUv7.0
6155,LOC_Os07g41370.1.MSUv7.0
6156,LOC_Os03g03450.1.MSUv7.0
6157,LOC_Os01g19630.2.MSUv7.0
6158,LOC_Os07g06590.2.MSUv7.0
6159,LOC_Os02g58310.3.MSUv7.0
6160,LOC_Os04g46320.1.MSUv7.0
6161,LOC_Os04g59010.1.MSUv7.0
6162,LOC_Os11g29340.1.MSUv7.0
6163,LOC_Os01g57110.1.MSUv7.0
6164,LOC_Os08g12840.1.MSUv7.0
6165,LOC_Os02g50130.1.MSUv7.0
6166,LOC_Os10g27310.1.MSUv7.0
6167,LOC_Os05g03040.3.MSUv7.0
6168,LOC_Os07g41200.1.MSUv7.0
6169,LOC_Os05g42040.1.MSUv7.0
6170,LOC_Os06g43130.1.MSUv7.0
6171,LOC_Os03g48710.2.MSUv7.0
6172,LOC_Os02g50240.2.MSUv7.0
6173,LOC_Os01g71830.1.MSUv7.0
6174,LOC_Os12g37430.2.MSUv7.0
6175,LOC_Os03g61680.1.MSUv7.0
6176,LOC_Os05g29860.2.MSUv7.0
6177,LOC_Os02g02990.1.MSUv7.0
6178,LOC_Os09g26999.1.MSUv7.0
