,ac4C
6179,LOC_Os02g19924.1.MSUv7.0
6180,LOC_Os01g43250.1.MSUv7.0
6181,LOC_Os03g32499.1.MSUv7.0
6182,LOC_Os02g01030.3.MSUv7.0
6183,LOC_Os10g34660.1.MSUv7.0
6184,LOC_Os03g14520.1.MSUv7.0
6185,LOC_Os12g27335.1.MSUv7.0
6186,LOC_Os02g08500.1.MSUv7.0
6187,LOC_Os06g17830.1.MSUv7.0
6188,LOC_Os11g13850.2.MSUv7.0
6189,LOC_Os01g49940.2.MSUv7.0
6190,LOC_Os04g51140.2.MSUv7.0
6191,LOC_Os05g35260.2.MSUv7.0
6192,LOC_Os01g11210.1.MSUv7.0
6193,LOC_Os02g07840.2.MSUv7.0
6194,LOC_Os01g46750.4.MSUv7.0
6195,LOC_Os02g12730.1.MSUv7.0
6196,LOC_Os02g37800.1.MSUv7.0
6197,LOC_Os12g44340.1.MSUv7.0
6198,LOC_Os02g35140.1.MSUv7.0
6199,LOC_Os01g18400.1.MSUv7.0
6200,LOC_Os07g34580.1.MSUv7.0
6201,LOC_Os06g09679.3.MSUv7.0
6202,LOC_Os05g18770.1.MSUv7.0
6203,LOC_Os03g62620.4.MSUv7.0
6204,LOC_Os05g01550.1.MSUv7.0
6205,LOC_Os06g02130.1.MSUv7.0
6206,LOC_Os10g35644.2.MSUv7.0
6207,LOC_Os03g43720.4.MSUv7.0
6208,LOC_Os06g13190.1.MSUv7.0
6209,LOC_Os11g09010.2.MSUv7.0
6210,LOC_Os03g61240.1.MSUv7.0
6211,LOC_Os02g10220.1.MSUv7.0
6212,LOC_Os07g22930.3.MSUv7.0
6213,LOC_Os05g40820.3.MSUv7.0
6214,LOC_Os11g29210.2.MSUv7.0
6215,LOC_Os03g12510.1.MSUv7.0
6216,LOC_Os05g43490.1.MSUv7.0
6217,LOC_Os02g14059.2.MSUv7.0
6218,LOC_Os03g41612.1.MSUv7.0
6219,LOC_Os01g62760.1.MSUv7.0
6220,LOC_Os11g01340.2.MSUv7.0
6221,LOC_Os03g48970.1.MSUv7.0
6222,LOC_Os09g34850.2.MSUv7.0
6223,LOC_Os07g42590.1.MSUv7.0
6224,LOC_Os02g39360.1.MSUv7.0
6225,LOC_Os01g42770.1.MSUv7.0
6226,LOC_Os02g56940.1.MSUv7.0
6227,LOC_Os01g62840.1.MSUv7.0
6228,LOC_Os12g32980.1.MSUv7.0
6229,LOC_Os01g22010.4.MSUv7.0
6230,LOC_Os01g57150.1.MSUv7.0
6231,LOC_Os05g44130.1.MSUv7.0
6232,LOC_Os08g06430.1.MSUv7.0
6233,LOC_Os10g22170.2.MSUv7.0
6234,LOC_Os07g08840.3.MSUv7.0
6235,LOC_Os10g37210.1.MSUv7.0
6236,LOC_Os08g39310.1.MSUv7.0
6237,LOC_Os01g03160.2.MSUv7.0
6238,LOC_Os04g52540.1.MSUv7.0
6239,LOC_Os06g02028.1.MSUv7.0
6240,LOC_Os04g51190.3.MSUv7.0
6241,LOC_Os06g39750.1.MSUv7.0
6242,LOC_Os02g01130.1.MSUv7.0
6243,LOC_Os11g25260.1.MSUv7.0
6244,LOC_Os07g41280.2.MSUv7.0
6245,LOC_Os02g52480.1.MSUv7.0
6246,LOC_Os03g55070.2.MSUv7.0
6247,LOC_Os01g57968.1.MSUv7.0
6248,LOC_Os04g32300.1.MSUv7.0
6249,LOC_Os05g45490.1.MSUv7.0
6250,LOC_Os04g11390.2.MSUv7.0
6251,LOC_Os10g35110.3.MSUv7.0
6252,LOC_Os03g38010.1.MSUv7.0
6253,LOC_Os06g04930.1.MSUv7.0
6254,LOC_Os01g23610.1.MSUv7.0
6255,LOC_Os04g24414.1.MSUv7.0
6256,LOC_Os04g38870.5.MSUv7.0
6257,LOC_Os04g02650.1.MSUv7.0
6258,LOC_Os10g36620.1.MSUv7.0
6259,LOC_Os12g26290.1.MSUv7.0
6260,LOC_Os04g48730.3.MSUv7.0
6261,LOC_Os01g51290.1.MSUv7.0
6262,LOC_Os10g22950.1.MSUv7.0
6263,LOC_Os11g07020.4.MSUv7.0
6264,LOC_Os03g24870.1.MSUv7.0
6265,LOC_Os11g04420.3.MSUv7.0
6266,LOC_Os03g47530.1.MSUv7.0
6267,LOC_Os03g49380.3.MSUv7.0
6268,LOC_Os11g22960.1.MSUv7.0
6269,LOC_Os03g18910.1.MSUv7.0
6270,LOC_Os05g49820.2.MSUv7.0
6271,LOC_Os03g52650.1.MSUv7.0
6272,LOC_Os03g52840.2.MSUv7.0
6273,LOC_Os12g08740.2.MSUv7.0
6274,LOC_Os12g41430.3.MSUv7.0
6275,LOC_Os04g01780.2.MSUv7.0
6276,LOC_Os06g04300.1.MSUv7.0
6277,LOC_Os07g48060.1.MSUv7.0
6278,LOC_Os04g38450.1.MSUv7.0
6279,LOC_Os05g50680.1.MSUv7.0
6280,LOC_Os03g14900.1.MSUv7.0
6281,LOC_Os02g52260.1.MSUv7.0
6282,LOC_Os11g25160.5.MSUv7.0
6283,LOC_Os06g50520.2.MSUv7.0
6284,LOC_Os06g08770.1.MSUv7.0
6285,LOC_Os02g03340.1.MSUv7.0
6286,LOC_Os08g04270.1.MSUv7.0
6287,LOC_Os11g04350.1.MSUv7.0
6288,LOC_Os08g42400.3.MSUv7.0
6289,LOC_Os01g29104.1.MSUv7.0
6290,LOC_Os07g02360.1.MSUv7.0
6291,LOC_Os08g26870.1.MSUv7.0
6292,LOC_Os02g44090.1.MSUv7.0
6293,LOC_Os11g16330.1.MSUv7.0
6294,LOC_Os09g39780.1.MSUv7.0
6295,LOC_Os12g02660.1.MSUv7.0
6296,LOC_Os01g25330.1.MSUv7.0
6297,LOC_Os11g05080.1.MSUv7.0
6298,LOC_Os08g44450.3.MSUv7.0
6299,LOC_Os07g41330.1.MSUv7.0
6300,LOC_Os08g37720.1.MSUv7.0
6301,LOC_Os05g10330.1.MSUv7.0
6302,LOC_Os03g12950.1.MSUv7.0
6303,LOC_Os01g13140.1.MSUv7.0
6304,LOC_Os03g55560.1.MSUv7.0
6305,LOC_Os01g38490.1.MSUv7.0
6306,LOC_Os03g62270.1.MSUv7.0
6307,LOC_Os04g32840.1.MSUv7.0
6308,LOC_Os08g36060.1.MSUv7.0
6309,LOC_Os03g16210.1.MSUv7.0
6310,LOC_Os01g55799.1.MSUv7.0
6311,LOC_Os07g31280.1.MSUv7.0
6312,LOC_Os01g49670.1.MSUv7.0
6313,LOC_Os03g22960.1.MSUv7.0
6314,LOC_Os01g73080.2.MSUv7.0
6315,LOC_Os10g35180.1.MSUv7.0
6316,LOC_Os12g43930.1.MSUv7.0
6317,LOC_Os01g05470.1.MSUv7.0
6318,LOC_Os05g35010.1.MSUv7.0
6319,LOC_Os06g45820.3.MSUv7.0
6320,LOC_Os03g57970.1.MSUv7.0
6321,LOC_Os01g24690.2.MSUv7.0
6322,LOC_Os03g52670.1.MSUv7.0
6323,LOC_Os07g39070.1.MSUv7.0
6324,LOC_Os03g20550.1.MSUv7.0
6325,LOC_Os04g05050.1.MSUv7.0
6326,LOC_Os02g30840.1.MSUv7.0
6327,LOC_Os03g09920.2.MSUv7.0
6328,LOC_Os08g43654.1.MSUv7.0
6329,LOC_Os03g51950.2.MSUv7.0
6330,LOC_Os03g48260.1.MSUv7.0
6331,LOC_Os02g36590.3.MSUv7.0
6332,LOC_Os02g49780.1.MSUv7.0
6333,LOC_Os02g41800.1.MSUv7.0
6334,LOC_Os02g38820.1.MSUv7.0
6335,LOC_Os02g57270.1.MSUv7.0
6336,LOC_Os05g28980.6.MSUv7.0
6337,LOC_Os01g52500.4.MSUv7.0
6338,LOC_Os10g35020.2.MSUv7.0
6339,LOC_Os12g08830.2.MSUv7.0
6340,LOC_Os03g59300.2.MSUv7.0
6341,LOC_Os05g03884.1.MSUv7.0
6342,LOC_Os11g11410.4.MSUv7.0
6343,LOC_Os01g32560.1.MSUv7.0
6344,LOC_Os04g39270.1.MSUv7.0
6345,LOC_Os04g06770.2.MSUv7.0
6346,LOC_Os03g46260.1.MSUv7.0
6347,LOC_Os05g09550.1.MSUv7.0
6348,LOC_Os01g08830.2.MSUv7.0
6349,LOC_Os01g59790.1.MSUv7.0
6350,LOC_Os02g58580.5.MSUv7.0
6351,LOC_Os09g36030.1.MSUv7.0
6352,LOC_Os03g61950.1.MSUv7.0
6353,LOC_Os02g56250.1.MSUv7.0
6354,LOC_Os02g01170.1.MSUv7.0
6355,LOC_Os10g39790.2.MSUv7.0
6356,LOC_Os02g33020.1.MSUv7.0
6357,LOC_Os07g09890.1.MSUv7.0
6358,LOC_Os03g63940.1.MSUv7.0
6359,LOC_Os01g07740.3.MSUv7.0
6360,LOC_Os06g44160.1.MSUv7.0
6361,LOC_Os02g08410.1.MSUv7.0
6362,LOC_Os05g31290.1.MSUv7.0
6363,LOC_Os07g37010.1.MSUv7.0
6364,LOC_Os12g39710.1.MSUv7.0
6365,LOC_Os10g06540.2.MSUv7.0
6366,LOC_Os07g02800.2.MSUv7.0
6367,LOC_Os01g68740.1.MSUv7.0
6368,LOC_Os12g06910.1.MSUv7.0
6369,LOC_Os01g19450.1.MSUv7.0
6370,LOC_Os04g57770.1.MSUv7.0
6371,LOC_Os04g42100.1.MSUv7.0
6372,LOC_Os04g57560.1.MSUv7.0
6373,LOC_Os08g13699.1.MSUv7.0
6374,LOC_Os05g11570.1.MSUv7.0
6375,LOC_Os07g06680.1.MSUv7.0
6376,LOC_Os03g22380.1.MSUv7.0
6377,LOC_Os03g44450.2.MSUv7.0
6378,LOC_Os02g45070.2.MSUv7.0
6379,LOC_Os10g34840.1.MSUv7.0
6380,LOC_Os03g53950.1.MSUv7.0
6381,LOC_Os04g38370.1.MSUv7.0
6382,LOC_Os01g04530.1.MSUv7.0
6383,LOC_Os02g52450.2.MSUv7.0
6384,LOC_Os06g50930.2.MSUv7.0
6385,LOC_Os11g28940.1.MSUv7.0
6386,LOC_Os04g48940.1.MSUv7.0
6387,LOC_Os07g33850.2.MSUv7.0
6388,LOC_Os05g34640.1.MSUv7.0
6389,LOC_Os03g31090.1.MSUv7.0
6390,LOC_Os11g39650.1.MSUv7.0
6391,LOC_Os03g03460.1.MSUv7.0
6392,LOC_Os06g15360.1.MSUv7.0
6393,LOC_Os09g29930.1.MSUv7.0
6394,LOC_Os01g70270.3.MSUv7.0
6395,LOC_Os04g47990.2.MSUv7.0
6396,LOC_Os03g19290.2.MSUv7.0
6397,LOC_Os11g33250.1.MSUv7.0
6398,LOC_Os03g55150.1.MSUv7.0
6399,LOC_Os03g63060.1.MSUv7.0
6400,LOC_Os09g37100.1.MSUv7.0
6401,LOC_Os02g33430.1.MSUv7.0
6402,LOC_Os05g33310.1.MSUv7.0
6403,LOC_Os02g05770.1.MSUv7.0
6404,LOC_Os09g19650.1.MSUv7.0
6405,LOC_Os01g36240.1.MSUv7.0
6406,LOC_Os12g07530.1.MSUv7.0
6407,LOC_Os04g37500.1.MSUv7.0
6408,LOC_Os03g51550.2.MSUv7.0
6409,LOC_Os03g58530.1.MSUv7.0
6410,LOC_Os01g16970.1.MSUv7.0
6411,LOC_Os03g50280.1.MSUv7.0
6412,LOC_Os05g38520.3.MSUv7.0
6413,LOC_Os02g01960.1.MSUv7.0
6414,LOC_Os04g39650.1.MSUv7.0
6415,LOC_Os04g42540.1.MSUv7.0
6416,LOC_Os02g55060.1.MSUv7.0
6417,LOC_Os09g27660.8.MSUv7.0
6418,LOC_Os09g20590.2.MSUv7.0
6419,LOC_Os02g34860.1.MSUv7.0
6420,LOC_Os12g02300.1.MSUv7.0
6421,LOC_Os08g42850.3.MSUv7.0
6422,LOC_Os01g73420.1.MSUv7.0
6423,LOC_Os12g05040.6.MSUv7.0
6424,LOC_Os12g38480.2.MSUv7.0
6425,LOC_Os05g45080.1.MSUv7.0
6426,LOC_Os01g37832.1.MSUv7.0
6427,LOC_Os02g40090.4.MSUv7.0
6428,LOC_Os07g05570.1.MSUv7.0
6429,LOC_Os03g45320.2.MSUv7.0
6430,LOC_Os03g26210.2.MSUv7.0
6431,LOC_Os04g56730.2.MSUv7.0
6432,LOC_Os01g03760.1.MSUv7.0
6433,LOC_Os12g02660.7.MSUv7.0
6434,LOC_Os01g16110.1.MSUv7.0
6435,LOC_Os07g44330.1.MSUv7.0
6436,LOC_Os09g28760.1.MSUv7.0
6437,LOC_Os02g10480.6.MSUv7.0
6438,LOC_Os05g39560.1.MSUv7.0
6439,LOC_Os03g24890.1.MSUv7.0
6440,LOC_Os03g18820.1.MSUv7.0
6441,LOC_Os04g51400.2.MSUv7.0
6442,LOC_Os06g46770.2.MSUv7.0
6443,LOC_Os04g37790.2.MSUv7.0
6444,LOC_Os05g10590.2.MSUv7.0
6445,LOC_Os03g20300.3.MSUv7.0
6446,LOC_Os10g05230.1.MSUv7.0
6447,LOC_Os03g01850.1.MSUv7.0
6448,LOC_Os04g33870.1.MSUv7.0
6449,LOC_Os03g02514.2.MSUv7.0
6450,LOC_Os09g28050.3.MSUv7.0
6451,LOC_Os06g04000.1.MSUv7.0
6452,LOC_Os01g53040.1.MSUv7.0
6453,LOC_Os05g34050.1.MSUv7.0
6454,LOC_Os07g36490.1.MSUv7.0
6455,LOC_Os04g40310.1.MSUv7.0
6456,LOC_Os05g46460.4.MSUv7.0
6457,LOC_Os08g33330.1.MSUv7.0
6458,LOC_Os01g48300.4.MSUv7.0
6459,LOC_Os05g02010.1.MSUv7.0
6460,LOC_Os04g51770.1.MSUv7.0
6461,LOC_Os07g42400.1.MSUv7.0
6462,LOC_Os03g56270.3.MSUv7.0
6463,LOC_Os11g26570.1.MSUv7.0
6464,LOC_Os10g35710.3.MSUv7.0
6465,LOC_Os09g07830.2.MSUv7.0
6466,LOC_Os03g13130.2.MSUv7.0
6467,LOC_Os07g02440.1.MSUv7.0
6468,LOC_Os07g16140.1.MSUv7.0
6469,LOC_Os02g56120.1.MSUv7.0
6470,LOC_Os08g37370.2.MSUv7.0
6471,LOC_Os05g35710.2.MSUv7.0
6472,LOC_Os07g46170.1.MSUv7.0
6473,LOC_Os08g37444.3.MSUv7.0
6474,LOC_Os12g34874.1.MSUv7.0
6475,LOC_Os10g22560.3.MSUv7.0
6476,LOC_Os01g07400.1.MSUv7.0
6477,LOC_Os07g30800.1.MSUv7.0
6478,LOC_Os01g53930.1.MSUv7.0
6479,LOC_Os03g27030.2.MSUv7.0
6480,LOC_Os02g04700.1.MSUv7.0
6481,LOC_Os02g35560.1.MSUv7.0
6482,LOC_Os02g37700.1.MSUv7.0
6483,LOC_Os02g11750.3.MSUv7.0
6484,LOC_Os06g45710.1.MSUv7.0
6485,LOC_Os04g25360.1.MSUv7.0
6486,LOC_Os04g52410.2.MSUv7.0
6487,LOC_Os01g45390.2.MSUv7.0
6488,LOC_Os06g51420.1.MSUv7.0
6489,LOC_Os07g18990.1.MSUv7.0
6490,LOC_Os05g15040.4.MSUv7.0
6491,LOC_Os03g09860.1.MSUv7.0
6492,LOC_Os04g30430.1.MSUv7.0
6493,LOC_Os07g25420.1.MSUv7.0
6494,LOC_Os03g61670.1.MSUv7.0
6495,LOC_Os12g04990.1.MSUv7.0
6496,LOC_Os07g33330.1.MSUv7.0
6497,LOC_Os06g10510.1.MSUv7.0
6498,LOC_Os04g42040.1.MSUv7.0
6499,LOC_Os02g56850.2.MSUv7.0
6500,LOC_Os01g11910.1.MSUv7.0
6501,LOC_Os11g38800.1.MSUv7.0
6502,LOC_Os01g46510.2.MSUv7.0
6503,LOC_Os06g38320.1.MSUv7.0
6504,LOC_Os02g39300.1.MSUv7.0
6505,LOC_Os08g44420.1.MSUv7.0
6506,LOC_Os10g32444.1.MSUv7.0
6507,LOC_Os08g40820.1.MSUv7.0
6508,LOC_Os01g61860.1.MSUv7.0
6509,LOC_Os11g16330.4.MSUv7.0
6510,LOC_Os05g04520.1.MSUv7.0
6511,LOC_Os11g36050.1.MSUv7.0
6512,LOC_Os05g33270.1.MSUv7.0
6513,LOC_Os02g40830.3.MSUv7.0
6514,LOC_Os03g03370.1.MSUv7.0
6515,LOC_Os02g24134.3.MSUv7.0
6516,LOC_Os03g60509.1.MSUv7.0
6517,LOC_Os05g28870.1.MSUv7.0
6518,LOC_Os03g58840.1.MSUv7.0
6519,LOC_Os02g48470.1.MSUv7.0
6520,LOC_Os01g26130.1.MSUv7.0
6521,LOC_Os03g04310.1.MSUv7.0
6522,LOC_Os05g41990.1.MSUv7.0
6523,LOC_Os02g34570.2.MSUv7.0
6524,LOC_Os03g04060.1.MSUv7.0
6525,LOC_Os02g26700.6.MSUv7.0
6526,LOC_Os01g12430.1.MSUv7.0
6527,LOC_Os03g44540.1.MSUv7.0
6528,LOC_Os09g12800.1.MSUv7.0
6529,LOC_Os02g02290.1.MSUv7.0
6530,LOC_Os02g56000.2.MSUv7.0
6531,LOC_Os04g51310.1.MSUv7.0
6532,LOC_Os01g63810.2.MSUv7.0
6533,LOC_Os01g31770.2.MSUv7.0
6534,LOC_Os06g10710.1.MSUv7.0
6535,LOC_Os05g25974.2.MSUv7.0
6536,LOC_Os04g48730.1.MSUv7.0
6537,LOC_Os04g47410.5.MSUv7.0
6538,LOC_Os10g36848.1.MSUv7.0
6539,LOC_Os08g36320.2.MSUv7.0
6540,LOC_Os02g05199.2.MSUv7.0
6541,LOC_Os01g70550.1.MSUv7.0
6542,LOC_Os07g31599.1.MSUv7.0
6543,LOC_Os04g37880.1.MSUv7.0
6544,LOC_Os08g14330.2.MSUv7.0
6545,LOC_Os11g29850.1.MSUv7.0
6546,LOC_Os01g73570.2.MSUv7.0
6547,LOC_Os09g23740.1.MSUv7.0
6548,LOC_Os07g02210.2.MSUv7.0
6549,LOC_Os03g24060.1.MSUv7.0
6550,LOC_Os06g07540.1.MSUv7.0
6551,LOC_Os06g40640.4.MSUv7.0
6552,LOC_Os03g53980.2.MSUv7.0
6553,LOC_Os09g04710.1.MSUv7.0
6554,LOC_Os06g30820.4.MSUv7.0
6555,LOC_Os08g41840.1.MSUv7.0
6556,LOC_Os01g11590.2.MSUv7.0
6557,LOC_Os06g40650.1.MSUv7.0
6558,LOC_Os10g39300.1.MSUv7.0
6559,LOC_Os12g19040.1.MSUv7.0
6560,LOC_Os12g03270.1.MSUv7.0
6561,LOC_Os03g59710.1.MSUv7.0
6562,LOC_Os07g32600.1.MSUv7.0
6563,LOC_Os04g28780.1.MSUv7.0
6564,LOC_Os06g41240.1.MSUv7.0
6565,LOC_Os07g15959.1.MSUv7.0
6566,LOC_Os03g01730.1.MSUv7.0
6567,LOC_Os03g16700.3.MSUv7.0
6568,LOC_Os09g26004.1.MSUv7.0
6569,LOC_Os03g44020.1.MSUv7.0
6570,LOC_Os06g46770.4.MSUv7.0
6571,LOC_Os08g37660.1.MSUv7.0
6572,LOC_Os12g35290.1.MSUv7.0
6573,LOC_Os12g38430.1.MSUv7.0
6574,LOC_Os02g13100.1.MSUv7.0
6575,LOC_Os05g09400.3.MSUv7.0
6576,LOC_Os03g53860.3.MSUv7.0
6577,LOC_Os07g41600.3.MSUv7.0
6578,LOC_Os11g02620.1.MSUv7.0
6579,LOC_Os01g57260.1.MSUv7.0
6580,LOC_Os01g70310.1.MSUv7.0
6581,LOC_Os05g45350.3.MSUv7.0
6582,LOC_Os06g48570.1.MSUv7.0
6583,LOC_Os02g57630.2.MSUv7.0
6584,LOC_Os03g34040.1.MSUv7.0
6585,LOC_Os05g02260.3.MSUv7.0
6586,LOC_Os01g59950.1.MSUv7.0
6587,LOC_Os07g49390.1.MSUv7.0
6588,LOC_Os07g38030.1.MSUv7.0
6589,LOC_Os10g32400.2.MSUv7.0
6590,LOC_Os08g34170.1.MSUv7.0
6591,LOC_Os02g43930.2.MSUv7.0
6592,LOC_Os09g29840.2.MSUv7.0
6593,LOC_Os03g29540.3.MSUv7.0
6594,LOC_Os01g13170.1.MSUv7.0
6595,LOC_Os03g02685.1.MSUv7.0
6596,LOC_Os10g42100.1.MSUv7.0
6597,LOC_Os06g51390.2.MSUv7.0
6598,LOC_Os09g06770.1.MSUv7.0
6599,LOC_Os02g52150.1.MSUv7.0
6600,LOC_Os02g44230.1.MSUv7.0
6601,LOC_Os06g11840.1.MSUv7.0
6602,LOC_Os10g07290.1.MSUv7.0
6603,LOC_Os08g38300.2.MSUv7.0
6604,LOC_Os01g36860.1.MSUv7.0
6605,LOC_Os02g30100.1.MSUv7.0
6606,LOC_Os09g27230.1.MSUv7.0
6607,LOC_Os06g04780.1.MSUv7.0
6608,LOC_Os05g03030.1.MSUv7.0
6609,LOC_Os12g15590.2.MSUv7.0
6610,LOC_Os04g17680.2.MSUv7.0
6611,LOC_Os02g50830.1.MSUv7.0
6612,LOC_Os02g38900.1.MSUv7.0
6613,LOC_Os06g13280.1.MSUv7.0
6614,LOC_Os03g51690.3.MSUv7.0
6615,LOC_Os05g32310.1.MSUv7.0
6616,LOC_Os01g16240.1.MSUv7.0
6617,LOC_Os11g27400.1.MSUv7.0
6618,LOC_Os03g48830.1.MSUv7.0
6619,LOC_Os06g03830.1.MSUv7.0
6620,LOC_Os05g39530.1.MSUv7.0
6621,LOC_Os01g13800.1.MSUv7.0
6622,LOC_Os02g49950.1.MSUv7.0
6623,LOC_Os03g57569.1.MSUv7.0
6624,LOC_Os01g72290.1.MSUv7.0
6625,LOC_Os09g11240.1.MSUv7.0
6626,LOC_Os02g12580.1.MSUv7.0
6627,LOC_Os03g19400.1.MSUv7.0
6628,LOC_Os02g57630.1.MSUv7.0
6629,LOC_Os09g25150.3.MSUv7.0
6630,LOC_Os03g02190.1.MSUv7.0
6631,LOC_Os11g40100.2.MSUv7.0
6632,LOC_Os02g03280.2.MSUv7.0
6633,LOC_Os02g20844.1.MSUv7.0
6634,LOC_Os03g29970.1.MSUv7.0
6635,LOC_Os07g39110.2.MSUv7.0
6636,LOC_Os08g07960.1.MSUv7.0
6637,LOC_Os02g11790.1.MSUv7.0
6638,LOC_Os11g01270.1.MSUv7.0
6639,LOC_Os03g57330.1.MSUv7.0
6640,LOC_Os04g41560.4.MSUv7.0
6641,LOC_Os11g10330.1.MSUv7.0
6642,LOC_Os01g15390.1.MSUv7.0
6643,LOC_Os05g36990.1.MSUv7.0
6644,LOC_Os01g48820.1.MSUv7.0
6645,LOC_Os10g02270.1.MSUv7.0
6646,LOC_Os01g12200.1.MSUv7.0
6647,LOC_Os05g41530.1.MSUv7.0
6648,LOC_Os09g31438.1.MSUv7.0
6649,LOC_Os01g69970.1.MSUv7.0
6650,LOC_Os07g46870.1.MSUv7.0
6651,LOC_Os03g17850.1.MSUv7.0
6652,LOC_Os07g35510.1.MSUv7.0
6653,LOC_Os03g01360.1.MSUv7.0
6654,LOC_Os11g02300.1.MSUv7.0
6655,LOC_Os10g30850.1.MSUv7.0
6656,LOC_Os01g42870.1.MSUv7.0
6657,LOC_Os03g03140.1.MSUv7.0
6658,LOC_Os06g07540.2.MSUv7.0
6659,LOC_Os02g04325.1.MSUv7.0
6660,LOC_Os01g56640.1.MSUv7.0
6661,LOC_Os06g36050.1.MSUv7.0
6662,LOC_Os07g48510.1.MSUv7.0
6663,LOC_Os03g07360.1.MSUv7.0
6664,LOC_Os02g07720.3.MSUv7.0
6665,LOC_Os10g30390.1.MSUv7.0
6666,LOC_Os04g35920.2.MSUv7.0
6667,LOC_Os07g45090.1.MSUv7.0
6668,LOC_Os06g22820.1.MSUv7.0
6669,LOC_Os03g12890.3.MSUv7.0
6670,LOC_Os02g57540.1.MSUv7.0
6671,LOC_Os01g62290.1.MSUv7.0
6672,LOC_Os05g29090.1.MSUv7.0
6673,LOC_Os08g23810.1.MSUv7.0
6674,LOC_Os04g39370.1.MSUv7.0
6675,LOC_Os01g44140.1.MSUv7.0
6676,LOC_Os07g10600.1.MSUv7.0
6677,LOC_Os11g17290.3.MSUv7.0
6678,LOC_Os01g56580.1.MSUv7.0
6679,LOC_Os02g17390.1.MSUv7.0
6680,LOC_Os12g33120.1.MSUv7.0
6681,LOC_Os11g04070.1.MSUv7.0
6682,LOC_Os03g56060.1.MSUv7.0
6683,LOC_Os07g31280.2.MSUv7.0
6684,LOC_Os02g56560.1.MSUv7.0
6685,LOC_Os02g52340.1.MSUv7.0
6686,LOC_Os01g64720.1.MSUv7.0
6687,LOC_Os05g02310.1.MSUv7.0
6688,LOC_Os04g52110.1.MSUv7.0
6689,LOC_Os07g37650.1.MSUv7.0
6690,LOC_Os10g35530.2.MSUv7.0
6691,LOC_Os01g65880.2.MSUv7.0
6692,LOC_Os02g02750.3.MSUv7.0
6693,LOC_Os01g37760.1.MSUv7.0
6694,LOC_Os08g04470.1.MSUv7.0
6695,LOC_Os03g27040.1.MSUv7.0
6696,LOC_Os11g10510.2.MSUv7.0
6697,LOC_Os05g03770.1.MSUv7.0
6698,LOC_Os03g02860.1.MSUv7.0
6699,LOC_Os03g54860.1.MSUv7.0
6700,LOC_Os04g58850.1.MSUv7.0
6701,LOC_Os04g56800.1.MSUv7.0
6702,LOC_Os03g12370.1.MSUv7.0
6703,LOC_Os12g05650.1.MSUv7.0
6704,LOC_Os03g61930.1.MSUv7.0
6705,LOC_Os06g42630.1.MSUv7.0
6706,LOC_Os03g09230.1.MSUv7.0
6707,LOC_Os01g13740.2.MSUv7.0
6708,LOC_Os09g16920.1.MSUv7.0
6709,LOC_Os12g41180.1.MSUv7.0
6710,LOC_Os02g35950.1.MSUv7.0
6711,LOC_Os06g05100.2.MSUv7.0
6712,LOC_Os07g25680.1.MSUv7.0
6713,LOC_Os10g17489.1.MSUv7.0
6714,LOC_Os05g32230.1.MSUv7.0
6715,LOC_Os03g58480.1.MSUv7.0
6716,LOC_Os02g44740.1.MSUv7.0
6717,LOC_Os04g32310.1.MSUv7.0
6718,LOC_Os08g27090.1.MSUv7.0
6719,LOC_Os03g22490.4.MSUv7.0
6720,LOC_Os01g74190.1.MSUv7.0
6721,LOC_Os08g10608.1.MSUv7.0
6722,LOC_Os10g35530.1.MSUv7.0
6723,LOC_Os05g23530.2.MSUv7.0
6724,LOC_Os07g07900.2.MSUv7.0
6725,LOC_Os04g01230.1.MSUv7.0
6726,LOC_Os04g24180.2.MSUv7.0
6727,LOC_Os03g31026.2.MSUv7.0
6728,LOC_Os11g21990.2.MSUv7.0
6729,LOC_Os09g32810.2.MSUv7.0
6730,LOC_Os09g36920.1.MSUv7.0
6731,LOC_Os01g19450.2.MSUv7.0
6732,LOC_Os04g49990.1.MSUv7.0
6733,LOC_Os06g45340.3.MSUv7.0
6734,LOC_Os09g19970.1.MSUv7.0
6735,LOC_Os04g37740.1.MSUv7.0
6736,LOC_Os01g52110.1.MSUv7.0
6737,LOC_Os05g31140.3.MSUv7.0
6738,LOC_Os06g41730.1.MSUv7.0
6739,LOC_Os04g57230.2.MSUv7.0
6740,LOC_Os02g52250.1.MSUv7.0
6741,LOC_Os01g24560.1.MSUv7.0
6742,LOC_Os02g53260.1.MSUv7.0
6743,LOC_Os10g33540.1.MSUv7.0
6744,LOC_Os12g06510.2.MSUv7.0
6745,LOC_Os03g22330.1.MSUv7.0
6746,LOC_Os12g35590.1.MSUv7.0
6747,LOC_Os11g16480.1.MSUv7.0
6748,LOC_Os09g22410.3.MSUv7.0
6749,LOC_Os03g50540.1.MSUv7.0
6750,LOC_Os01g72430.1.MSUv7.0
6751,LOC_Os02g49980.2.MSUv7.0
6752,LOC_Os04g20920.1.MSUv7.0
6753,LOC_Os02g46839.1.MSUv7.0
6754,LOC_Os03g62580.4.MSUv7.0
6755,LOC_Os12g43490.1.MSUv7.0
6756,LOC_Os07g39780.2.MSUv7.0
6757,LOC_Os03g10260.1.MSUv7.0
6758,LOC_Os01g70730.1.MSUv7.0
6759,LOC_Os01g53220.1.MSUv7.0
6760,LOC_Os06g40440.1.MSUv7.0
6761,LOC_Os06g30060.2.MSUv7.0
